"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
1006652	0	0	0	0	0	0	6	0				0	60	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				47	4	10	2	
1007015	0	0	0	0	0	0	1320	137		0		0	2110	210		119		0	0	0	0	0	0	0	9	3			381	177	0	0	0	0			0	0	0	1	0	0	0	1	0	0		1176	888	215	113	
1007051	0	0	0	0	0	0	17	0				0	11	0		0				0		0	0	0	0	0			0	0	17	0	11	0			0	0	0	0	0	0	0	0				0	0	0	0	
1007154	0	0	0	0	0	0	15	0				15	116	0		115				0		0	0	0	0	0			0	0	0	0	0	1			0	0	0	0	0	0	0	0				0	0	0	0	
1007417	0	0	0	0	0	0	1	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	2	1	0	0	0	0				0	0	0	0	
1007734	0	0	0	0	0	0	1	0		0		1	173	0		17		0	0	0	0	0	0	0	152	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		4	0	0	0	
1007752	0	0	0	0	0	0	44	44				0	97	97		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1007819	0	0	0	0	0	0	345	154				0	748	353		0				0		0	0	0	5	0			0	0	38	8	74	0			0	0	0	0	0	43	0	0				145	48	171	54	
1007873	0	0	0	0	0	0	2	0				0	14	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	14	2	
1007930	0	0	0	0	0	0	12	0				0	57	0		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				50	7	7	0	
1007958	0	0	0	0	0	0	2	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1008076	0	0	0	0	0	0	31	28				0	91	91		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1008151	0	0	0	0	0	0	3	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
1008209	0	0	0	0	0	0	0	0				0	5	0		3							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
1008450	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1008553	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1008674	0	0	0	0	0	0	68	0				0	795	264		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	2	20	0	0	0	0				0	0	529	48	
1008955	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1009242	0	0	0	0	0	0	28	21				0	18	5		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				13	1	0	6	
1009354	0	0	0	0	0	0	30	24		0		0	4	0		0		0	0	0	0	0	0	0	0	0			0	0	0	1	0	0			0	0	0	4	0	0	0	0	0	0		0	0	4	1	
1009756	0	0	0	0	0	0	256	0				254	8	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	2	0	0	
1009840	0	0	0	0	0	0	34	0				32	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	2	1	
1010015	0	0	0	0	0	0	7	0				1	6	0		2				0		0	0	0	0	0			1	0	4	1	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
1010574	0	0	0	0	0	0	18	3				0	74	74		0				0		0	0	0	0	0			0	0	15	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1011432	0	0	0	0	0	0	0	0				0	10	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	0	
1011526	0	0	0	0	0	0	2136	417		0		1102	1899	37		1106		0	0	0	0	0	0	0	73	88			0	0	176	70	322	0			0	0	0	0	0	154	220	84	0	0		91	9	50	36	
1011638	0	0	0	0	0	0	62	16				0	248	86		0				0		0	0	0	0	0			0	0	0	4	0	0			0	0	0	0	0	3	0	0				102	34	60	5	
1011656	0	0	0	0	0	0	6	6				0	232	232		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1011852	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1011955	0	12	0	0	0	0	265	250				0	6	0		0				0		0	0	0	0	3			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
1012251	0	0	0	0	13	0	73	3				43	220	15		93				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	12	92	15	
1012457	0	0	0	0	0	0	1	0				0	26	0		26				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
1013070	0	0	0	0	0	0	1	0		0		0	3	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	3	1	
1013650	0	0	0	0	0	0	7	0				1	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	6	0	0				0	0	0	0	
1013744	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1014059	0	0	0	0	0	0	5	0				0	1	0		0				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				1	1	0	0	
1014125	0	0	0	0	0	0	43	0				0	103	40		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	15	0	0				0	0	63	26	
1014246	0	0	0	0	0	0	1	0				0	63	12		0				0		0	0	0	0	0			0	0	0	0	32	0			0	0	0	0	0	0	0	0				18	1	1	0	
1014255	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
1014376	0	0	0	0	0	0	39	0				3	482	61		14				0		0	0	0	0	0			0	0	5	0	277	0			0	0	0	0	65	0	0	0				0	0	65	31	
1014451	0	0	0	0	0	0	16	16				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1014554	0	0	0	0	0	0	175	175				0	118	118		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1014657	0	0	0	0	0	0	61	0		0		28	89	0		53		0	0	0	0	0	0	0	10	0			0	0	13	0	0	0			0	0	0	0	0	0	0	0	0	0		26	6	0	14	
1014853	0	9	0	0	0	0	45	2				11	59	25		29				0		0	0	0	0	0			0	0	21	0	4	0			0	0	0	0	0	0	0	0				1	2	0	0	
1015252	0	0	0	0	0	0	6	6		0		0	249	218		0		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	29	0	
1015270	0	0	0	0	0	0	131	98				0	103	0		0				0		0	0	0	0	3			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	103	28	
1015458	0	0	0	0	0	0	6	0				6	9	0		0				0		6	0	0	9	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1015560	0	0	0	0	0	0	9	0		0		0	623	0		0		0	0	0	0	0	0	0	0	0			13	9	0	0	0	0			0	0	0	0	0	0	610	0	0	0		0	0	0	0	
1015841	0	0	0	0	0	0	14	0				0	49	39		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	4	6	10	
1015850	0	0	0	0	0	0	18	1				0	57	11		0				0		0	0	0	0	0			0	0	5	4	0	0			0	0	0	0	0	0	0	0				24	4	22	4	
1016174	0	0	0	0	0	0	12	0				0	0	0		0							0	0	0	0			0	0	12	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1016231	0	0	0	0	0	0	60	26		0		0	226	27		0		0	0	0	0	0	0	0	0	0			3	7	0	0	0	0			157	0	0	2	0	0	0	0	0	0		0	0	39	25	
1016259	0	0	0	0	0	0	115	15				0	179	15		0				0		0	0	0	0	0			0	0	8	0	78	0			0	0	0	0	0	80	0	0				8	3	78	9	
1016558	0	0	0	0	0	0	9	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	9	
1016718	0	0	0	0	0	0	26	0				0	46	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	8	31	18	
1016848	0	0	0	0	0	0	4	0				4	14	0		14							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1016857	0	0	0	0	0	0	21	10				0	8	0		0				0		0	0	0	0	10			8	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
1017425	0	0	0	0	0	0	22	9				0	45	28		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	4	16	9	
1017555	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1017564	0	255	0	0	0	0	275	1				9	342	251		0				0		9	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				11	1	80	6	
1017854	0	0	0	0	0	0	32	26				0	14	0		14				14		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	6	0	0	
1017939	0	0	0	0	887	73	11485	8697		0		9	36994	25677		78		0	0	78	0	9	124	15	169	284			0	0	345	247	453	0			249	27	635	83	3470	338	1970	416	0	0		166	14	3240	952	
1017957	0	0	0	0	0	0	6	0				0	18	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	6	8	0	
1018927	0	0	0	0	0	0	1168	79				20	8054	434		44				0		0	0	0	0	0			9	0	0	0	0	0			0	0	2299	0	0	0	0	0				0	0	5268	1069	
1157415	0	0	0	0	0	0	844	8				0	5096	1484		0				0		0	0	0	0	0			0	0	6	0	250	0			0	0	1620	827	0	3	1742	0				0	0	0	0	
1160509	0	0	0	0	0	0	55	0				0	376	175		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				102	17	99	38	
1162017	0	0	0	0	0	0	196	0				0	4829	0		4				0		0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0				0	0	4825	194	
1163283	0	0	0	0	0	0	83	0				0	108	0		0							0	0	0	0			0	0	0	75	0	0			0	0	0	0	0	0	0	0				24	1	84	7	
1169650	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1176881	0	0	0	0	0	0	3261	3017		3015		0	4589	4283		0		4281	0	0	0	0	0	0	0	0			0	0	125	17	89	59			0	0	0	1	0	7	0	0	0	0		0	1	158	93	
1176920	0	0	0	0	0	0	30	10				13	30	3		7				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	11	5				8	1	1	1	
1187001	0	8	0	0	0	0	107	63		0		19	1297	1033		244		0	0	0	0	0	0	0	0	0			0	0	0	11	0	0			12	0	0	0	0	5	0	0	0	0		5	0	3	1	
1187551	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	2	0	0	0	0	0	0				0	0	0	0	
1188772	0	0	0	0	0	0	25	15		0		5	46	0		19		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		5	5	22	0	
1188987	0	0	0	0	0	0	7	3		0		0	67	26		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	41	4	
1190476	0	0	0	47	0	0	6511	4703		0		0	10139	7358		102		0	0	102	0	0	0	106	65	135			72	7	489	122	599	225			0	0	146	37	1034	646	0	147	0	0		0	6	538	172	
1191352	0	0	0	0	0	0	4	0				0	39	13		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				12	3	14	1	
1216022	0	0	0	0			1119000		8000	0	0	0	5315000		0	3000	95000	0	0	0	0	0	0	0	0	0			4923000	1062000	0	0	0	0	1729000	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	293000	49000	
1218446	0	0	0	0	0	0	80	0				0	717	73		0				0		0	0	0	0	0			644	80	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1222519	0	0	0	0	0	0	28	1				11	170	15		103				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	0	42	16	
1222948	0	0	0	0	0	0	29	0		0		6	176	125		32		0	0	0	0	0	0	0	0	0			10	0	0	0	0	0			0	0	0	0	0	3	2	20	0	0		4	0	3	0	
1225752	0	0	0	0	0	0	115	114				0	131	117		0							0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	14	0	
1225761	0	0	0	0			74		0	0	0	0	7		0	0	0	0	0	0	0	0	0	0	0	0			0	0	74	0	7	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1225798	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1228034	0	0	0	2	0	0	169	0				38	437	88		90				0		0	0	0	0	0			0	0	26	1	0	168			0	0	17	0	0	0	0	0				0	2	74	100	
1293078	0	0	0	0	0	0	9	1				8	29	0		20							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	0	0	0	
1369870	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1386251	0	0	0	0	0	29	1080	129		0		423	4246	903		110		0	0	27	0	30	0	0	14	0			0	0	22	49	101	50			25	6	3	3	110	141	1232	0	0	0		568	130	1130	148	
1387203	0	0	0	0	0	0	5	0				0	22	0		0							0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	22	4	
1387605	0	0	0	0	0	0	29	0				15	252	101		81				81		15	0	0	0	0			0	0	0	0	19	0			0	0	0	0	0	0	1	14				50	0	0	0	
1391778	0	0	0	0	0	0	101014	0		0		0	450996	0		0		0	0	0	0	0	0	0	0	0			450996	101014	0	0	0	0	281064		0	0	0	0	0	0	0	0	0	0		0	0	0	0	
1394621	0	0	0	0	0	0	51	21				16	1024	530		55				0		0	0	0	0	0			0	0	0	1	311	0			64	0	0	0	0	0	0	0				25	1	39	12	
1394676	0	0	0	0			792226		166405	5	31	7676	3738503		13	42018	1084362	98	0	0	0	0	0	0	0	0			2508418	601291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103594	16818	
1396764	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1397471	0	0	0	0	0	0	1	0				0	273	169		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	104	0	
1402384	0	0	0	0	0	0	2	2				0	18	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				18	0	0	0	
1404481	0	0	0	0	0	0	21	1				0	47	23		0				0		0	0	0	0	0			0	0	20	0	0	0			0	0	0	0	0	0	0	0				22	0	2	0	
1404883	0	0	0	0	0	0	0	0				0	980	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	980	0				0	0	0	0	
1414819	0	0	0	0	0	0	89	9		0		0	55	8		0		0	17	0	1	0	0	0	0	0			0	0	68	0	37	0			0	0	0	0	0	0	0	0	0	0		10	12	0	0	
1418255	0	0	0	0	0	0	56	0				0	197	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				197	56	0	0	
1429028	0	5	0	0	0	0	5	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
1435092	0	0	0	0	0	0	7	7				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	0	0	
1436204	0	0	809	0	0	0	0	0		0		0	877	52		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	16	0	
1443266	0	0	0	0			1000		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0			0	0	1000	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1444021	0	0	0	0			0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1445943	0	0	0	0	0	0	175	22		0		50	353	103		88		0	0	0	0	0	0	0	0	0			50	49	22	0	0	0			33	0	0	0	0	1	0	0	0	0		11	6	68	25	
1447639	0	0	0	0	0	0	104	83				15	4729	4694		24				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	6	
1456501	0	0	0	0			20000		0	0	0	0	100000		0	3000	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0		0	0	0	0	0	0	0	97000	20000	0	0	0	0	0	0	0	
1458608	0	0	0	0	6189	3968	7585	3285		0		0	18781	10730		0		0	0	0	0	0	0	0	10	2			99	9	8	1	763	26			89	2	29	5	563	243	36	9	0	0		0	0	247	53	
1459717	0	0	0	0	0	0	78	0		0		0	269	136		0		0	0	0	0	0	0	0	12	1			0	0	46	12	31	0			0	5	0	0	21	0	0	0	0	0		68	12	1	2	
1459735	0	0	0	0	0	0	95	1				0	110	2		0				0		0	0	0	0	0			0	0	0	12	0	0			0	0	0	0	0	2	0	0				0	0	108	80	
1459799	0	0	0	0	0	0	32	19				0	76	13		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	1	0				0	1	62	12	
1462986	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1469677	0	0	0	0	0	0	818	157				64	783	589		143				0		0	0	0	0	7			51	5	19	53	0	0			0	0	0	0	0	513	0	0				0	0	0	0	
1470150	0	0	0	0	0	0	1	0				1	5	0		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
1474309	0	0	0	0	0	0	46	0				0	61	0		0							0	0	0	0			0	0	9	0	49	0			0	0	0	36	0	0	0	0				1	0	11	1	
1479470	0	0	0	0	0	0	106	0				0	23	0		0				0		0	0	0	0	0			0	0	106	0	10	0			0	0	0	0	0	0	0	0				0	0	13	0	
1481745	0	0	0	0	0	0	1	0				0	17	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	17	1	
1492817	0	0	0	0	0	0	10	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	5	9	
1493319	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1494482	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1494914	0	0	0	0	0	0	81	79		0		0	49	49		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	2	0	0		0	0	0	0	
1629903	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1718188	0	0	0	0			261		204	0	0	4	1820		0	0	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0		0	0	0	0	0	0	30	0	0	0	0	0	0	0	50	4	
1718469	0	0	171	0	0	0	10	0		0		0	171	0		0		0	0	0	0	0	0	0	0	0			0	0	0	10	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
1820979	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1836701	0	0	0	0	0	0	0	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
1842065	0	0	0	0	0	0	20727	8167		0		408	75567	43451		14347		0	0	0	0	0	0	0	0	37			0	0	5	3	42	0			0	0	2649	217	0	11880	15062	0	0	0		0	0	16	10	
1863097	0	0	0	0	0	0	27	0		0		0	33	0		15		0	0	0	0	0	0	0	0	0			0	0	0	26	0	0			0	0	0	0	0	0	0	0	0	0		0	0	18	1	
1864197	0	0	0	0	0	0	12	0		0		0	52	0		0		0	0	0	0	0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	52	11	
1867983	0	0	0	0	0	0	35	0		0		0	85	0		0		0	0	0	0	0	0	0	38	2			0	0	29	0	42	0			0	0	0	0	0	0	0	0	0	0		0	0	5	4	
1872941	0	0	0	0	0	0	5	2				0	95	24		70				70		0	0	0	1	3			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1879016	0	0	0	0	0	0	4	0				0	35	25		0				0		0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				1	0	8	4	
1883321	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
1885932	0	0	0	0	0	0	23325	51		0		0	96884	729		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		96128	23274	27	0	
1890525	0	0	0	0	0	0	332	248				48	1367	2		99				0		0	0	0	0	0			0	0	25	0	952	100			0	0	0	0	211	11	0	0				0	0	3	0	
1892154	0	0	0	0	0	0	2	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1893049	0	0	0	0			0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1917301	0	0	0	0			1327		849	474	0	1	5579		0	13	3928	1612	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
1918344	0	0	1617	0	0	0	172	172		0		0	1757	8		0		0	0	0	0	0	0	0	0	0			0	0	0	0	132	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
1929247	0	0	18065	0	0	0	13108	6516		0		0	113637	62723		5908		0	0	0	0	0	0	0	295	693			0	0	514	202	1652	14			0	0	16	521	2647	167	13036	2391	0	0		271	115	9010	1989	
1940747	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
1945247	0	0	0	0	0	0	18	1				0	10	0		0							0	0	0	0			10	3	2	0	0	0			0	0	0	0	0	12	0	0				0	0	0	0	
2002222	0	0	0	0	0	0	19	13				0	11	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	11	3	
2006024	0	0	0	0	0	0	28	21				0	149	147		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	7				0	0	2	0	
2007991	0	0	0	0	0	0	2	0				0	123	96		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	2	0	10	1	0	0				14	0	1	0	
2009605	0	0	0	0	7	0	399	75		0		11	1146	745		55		0	0	0	0	0	0	0	3	0			0	1	24	0	0	0			0	0	0	0	3	21	15	92	0	0		9	2	309	173	
2010722	0	0	0	0	0	0	90	85				0	206	179		27				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	3	0	2				0	0	0	0	
2037185	0	0	0	0	0	0	335	326				2	407	399		8							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	7				0	0	0	0	
2044811	0	0	0	0	0	0	1524	1358		0		5	3664	3635		12		0	0	0	0	0	0	0	0	0			0	0	161	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	17	0	
2044820	0	0	0	0	0	0	9	0				0	0	0		0							0	0	0	9			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2051127	0	0	0	0	0	0	176	20				0	84	84		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	6	0	150				0	0	0	0	
